Iteration	Posterior	Likelihood	Prior	beta_categories[1]	beta_categories[2]	beta_categories[3]	beta_categories[4]	beta_scale	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	br_lengths[74]	br_lengths[75]	br_lengths[76]	br_lengths[77]	br_lengths[78]	br_lengths[79]	br_lengths[80]	br_lengths[81]	br_lengths[82]	br_lengths[83]	br_lengths[84]	br_lengths[85]	br_lengths[86]	br_lengths[87]	br_lengths[88]	br_lengths[89]	br_lengths[90]	br_lengths[91]	br_lengths[92]	br_lengths[93]	br_lengths[94]	br_lengths[95]	br_lengths[96]	br_lengths[97]	br_lengths[98]	br_lengths[99]	br_lengths[100]	br_lengths[101]	br_lengths[102]	br_lengths[103]	br_lengths[104]	br_lengths[105]	br_lengths[106]	br_lengths[107]	br_lengths[108]	br_lengths[109]	br_lengths[110]	br_lengths[111]	br_lengths[112]	br_lengths[113]	br_lengths[114]	br_lengths[115]	br_lengths[116]	br_lengths[117]	br_lengths[118]	br_lengths[119]	br_lengths[120]	br_lengths[121]	br_lengths[122]	br_lengths[123]	br_lengths[124]	br_lengths[125]	br_lengths[126]	br_lengths[127]	br_lengths[128]	br_lengths[129]	br_lengths[130]	br_lengths[131]	br_lengths[132]	br_lengths[133]	br_lengths[134]	br_lengths[135]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	rel_br_lengths[74]	rel_br_lengths[75]	rel_br_lengths[76]	rel_br_lengths[77]	rel_br_lengths[78]	rel_br_lengths[79]	rel_br_lengths[80]	rel_br_lengths[81]	rel_br_lengths[82]	rel_br_lengths[83]	rel_br_lengths[84]	rel_br_lengths[85]	rel_br_lengths[86]	rel_br_lengths[87]	rel_br_lengths[88]	rel_br_lengths[89]	rel_br_lengths[90]	rel_br_lengths[91]	rel_br_lengths[92]	rel_br_lengths[93]	rel_br_lengths[94]	rel_br_lengths[95]	rel_br_lengths[96]	rel_br_lengths[97]	rel_br_lengths[98]	rel_br_lengths[99]	rel_br_lengths[100]	rel_br_lengths[101]	rel_br_lengths[102]	rel_br_lengths[103]	rel_br_lengths[104]	rel_br_lengths[105]	rel_br_lengths[106]	rel_br_lengths[107]	rel_br_lengths[108]	rel_br_lengths[109]	rel_br_lengths[110]	rel_br_lengths[111]	rel_br_lengths[112]	rel_br_lengths[113]	rel_br_lengths[114]	rel_br_lengths[115]	rel_br_lengths[116]	rel_br_lengths[117]	rel_br_lengths[118]	rel_br_lengths[119]	rel_br_lengths[120]	rel_br_lengths[121]	rel_br_lengths[122]	rel_br_lengths[123]	rel_br_lengths[124]	rel_br_lengths[125]	rel_br_lengths[126]	rel_br_lengths[127]	rel_br_lengths[128]	rel_br_lengths[129]	rel_br_lengths[130]	rel_br_lengths[131]	rel_br_lengths[132]	rel_br_lengths[133]	rel_br_lengths[134]	rel_br_lengths[135]	tree_length
0	-3932.695	-4193.867	261.1719	0.124051	0.374444	0.625556	0.875949	0.9922391	0.0036026	0.00579291	0.00294124	0.00283374	0.00935204	0.00234476	0.0242858	0.0155933	0.0180982	0.0165156	0.0171997	0.00264576	0.00495294	0.0145207	0.00124439	0.0166226	0.0216768	0.0274726	0.0271168	0.00277284	0.00272863	0.00427666	0.0144157	0.0452117	0.048046	0.00238769	0.00434326	0.0217487	0.0146219	0.00496141	0.00190717	0.0104598	0.00552057	0.0232558	0.0114986	0.00499904	0.00195446	0.0214568	0.0110406	0.00640408	0.0276064	0.0113627	0.00469569	0.0183249	0.00962615	0.0263046	0.00176981	0.00685584	0.0456377	0.0640016	0.0115341	0.0139698	0.00539605	0.00399875	0.0346602	0.0323584	0.000194561	0.00485001	0.0277374	0.00948054	0.00813326	0.0198387	0.0452293	0.0438444	0.00102801	0.0388394	0.00141559	0.00567898	0.00505716	0.00709103	0.0108792	0.00340378	0.0109047	0.020705	0.0112739	0.0314011	0.00973951	0.00579589	0.0136819	0.0208635	0.00305509	0.00657275	0.00985367	0.00528699	0.002869	0.00177653	0.0450096	0.00676109	0.0251578	0.0350486	0.00683024	0.00340379	0.00382209	0.00148844	0.00439681	0.000566903	0.0268905	0.00985475	0.00874539	0.0192638	0.00350739	0.0311165	0.00405539	0.0235132	0.00677324	0.0659895	0.00565919	0.00379696	0.00620958	0.000960111	0.00382343	0.00441046	0.00686662	0.0248423	0.015616	0.0078174	0.000317102	0.00495117	0.0112632	0.00500843	0.019528	0.0109921	0.0300593	0.129874	0.0344697	0.000707884	0.00267592	0.00134562	0.004897	0.0240162	0.0222637	0.0205178	0.0337901	0.00650998	0.00376378	0.347953	0.109832	0.462019	0.0801961	0.0794806	0.29084	0.680252	1.47004	3.43831	12.5817	1.830985	0.00181715	0.00292194	0.00148356	0.00142933	0.00471716	0.0011827	0.0122497	0.00786527	0.00912873	0.00833045	0.0086755	0.00133452	0.00249826	0.00732424	0.000627667	0.00838445	0.0109338	0.0138572	0.0136777	0.00139862	0.00137632	0.00215715	0.00727129	0.0228048	0.0242344	0.00120435	0.00219074	0.0109701	0.00737529	0.00250253	0.000961978	0.0052759	0.00278457	0.0117302	0.00579991	0.00252152	0.000985828	0.0108228	0.00556885	0.00323022	0.0139247	0.00573132	0.0023685	0.00924305	0.00485543	0.013268	0.000892689	0.00345808	0.0230196	0.0322824	0.00581777	0.00704637	0.00272176	0.00201697	0.0174826	0.0163216	9.81364e-05	0.00244634	0.0139907	0.00478198	0.00410241	0.0100067	0.0228136	0.0221151	0.000518527	0.0195906	0.000714022	0.00286447	0.00255083	0.00357671	0.00548745	0.00171686	0.00550031	0.0104436	0.00568655	0.0158387	0.00491261	0.00292345	0.00690114	0.0105235	0.00154098	0.00331529	0.00497018	0.00266676	0.00144712	0.000896079	0.0227028	0.00341029	0.0126896	0.0176785	0.00344517	0.00171687	0.00192786	0.000750768	0.00221775	0.000285946	0.0135635	0.00497073	0.00441117	0.00971663	0.00176912	0.0156952	0.00204554	0.01186	0.00341642	0.0332851	0.00285449	0.00191518	0.00313211	0.00048428	0.00192853	0.00222463	0.00346352	0.0125304	0.00787671	0.00394309	0.000159946	0.00249737	0.00568116	0.00252625	0.00984993	0.00554441	0.0151619	0.0655085	0.0173865	0.000357056	0.00134973	0.00067873	0.00247004	0.0121138	0.0112298	0.0103492	0.0170437	0.00328363	0.00189845	1.982555
36	-3952.57	-4212.161	259.5906	0.14618	0.386606	0.613393	0.85382	1.187686	0.0263291	0.00558418	0.00430088	0.00837099	0.0150021	0.00976708	0.0415209	0.0170123	0.0159707	0.0556499	0.0432629	0.0100295	0.00950806	0.032062	0.012546	0.0529973	0.0374226	0.0426051	0.0514806	0.0134251	0.01122	0.0202274	0.0175739	0.0522782	0.0512865	0.00835475	0.00454081	0.0355063	0.0248193	0.0181336	0.00413185	0.00845553	0.0242451	0.0410775	0.00196739	0.00946058	0.00716462	0.0571013	0.00430348	0.0167089	0.0527893	0.0063823	0.005727	0.0219944	0.0135474	0.0638454	0.00966632	0.00332894	0.0514249	0.0402181	0.035322	0.0173705	0.0140161	0.00989255	0.034898	0.0387966	5.11071e-05	0.0188517	0.0193421	0.0802353	0.00867761	0.0473553	0.0577449	0.0670834	0.00132171	0.0558839	0.0015242	0.00974818	0.00797135	0.00389545	0.0172826	0.000992053	0.00403796	0.0421164	0.0137586	0.0535541	0.0208485	0.00559962	0.0083129	0.0245065	0.0127983	0.00661224	0.0167256	0.00830248	0.00699919	0.00665445	0.0480051	0.0114837	0.0439589	0.0216939	0.0326252	0.00438706	0.0138473	0.0136796	0.0104919	0.00666889	0.0397017	0.0259021	0.00659961	0.00285813	0.00228223	0.0282374	0.00868868	0.0502137	0.0047165	0.0758402	0.0298574	0.0032379	0.0127101	0.00912523	0.00373629	0.00335714	0.00649114	0.0345904	0.0201471	0.00571025	0.00451061	0.013425	0.0138829	0.011054	0.034378	0.0203669	0.00507497	0.110285	0.0880966	0.003626	0.0190422	0.00027037	0.000225049	0.00816524	0.0367078	0.0117917	0.088735	0.0125137	0.000213923	0.509305	0.0847082	0.30257	0.103416	0.118317	0.353121	0.722704	1.38369	2.83189	8.45184	1.543307	0.00867624	0.00184016	0.00141727	0.00275849	0.00494364	0.00321855	0.0136824	0.00560608	0.00526283	0.0183383	0.0142564	0.00330502	0.00313319	0.0105654	0.0041343	0.0174642	0.0123319	0.0140397	0.0169644	0.00442396	0.00369734	0.00666556	0.00579113	0.0172273	0.0169004	0.00275314	0.00149633	0.0117004	0.00817871	0.00597559	0.00136157	0.00278635	0.00798949	0.0135363	0.000648314	0.00311755	0.00236096	0.0188166	0.00141813	0.00550608	0.0173957	0.00210316	0.00188722	0.00724784	0.00446428	0.021039	0.00318535	0.00109699	0.0169461	0.0132531	0.0116397	0.00572411	0.00461872	0.0032599	0.0115	0.0127847	1.68413e-05	0.00621219	0.0063738	0.02644	0.00285954	0.015605	0.0190287	0.022106	0.000435543	0.0184154	0.000502271	0.00321232	0.0026268	0.00128367	0.00569514	0.000326912	0.00133063	0.0138786	0.00453387	0.0176477	0.00687021	0.00184525	0.00273935	0.00807563	0.00421742	0.00217893	0.00551161	0.00273592	0.00230645	0.00219284	0.0158191	0.00378423	0.0144858	0.00714878	0.010751	0.00144567	0.00456312	0.00450784	0.00345741	0.0021976	0.0130829	0.00853552	0.00217477	0.00094184	0.000752065	0.00930508	0.00286318	0.0165469	0.00155423	0.0249916	0.00983891	0.00106699	0.00418836	0.00300704	0.00123122	0.00110628	0.00213903	0.0113986	0.00663909	0.0018817	0.00148638	0.00442395	0.00457483	0.00364262	0.0113286	0.00671151	0.00167236	0.0363424	0.0290305	0.00119488	0.00627497	8.90951e-05	7.41605e-05	0.0026907	0.0120963	0.00388573	0.0292409	0.00412364	7.0494e-05	3.034622
72	-3972.209	-4233.391	261.1813	0.0682553	0.333305	0.666695	0.931745	0.606906	0.00344042	0.00769597	0.00276104	0.00397809	0.00223002	0.00406577	0.00921223	0.0198657	0.0139377	0.0465826	0.0200311	0.00731792	0.00690286	0.0250595	0.010959	0.0631476	0.0240953	0.0154292	0.0234074	0.00560974	0.00842274	0.0167481	0.0215441	0.0594143	0.034175	0.00175687	0.00533126	0.00801437	0.0207721	0.0394461	0.0058152	0.00551575	0.0200746	0.0121256	0.0105666	0.0114424	0.0103258	0.0296246	0.00635046	0.00604905	0.0229902	0.0220055	0.00108356	0.0219283	0.0125104	0.0472391	0.00575411	0.0021541	0.0562027	0.0407993	0.0129652	0.0164006	0.0179769	0.0115448	0.0216389	0.0321232	1.76979e-05	0.00777885	0.0148017	0.0282337	0.00293366	0.032691	0.0632459	0.052581	0.00185036	0.0186829	0.00462282	0.0126828	0.0138478	0.0139431	0.0242209	0.00557116	0.00813715	0.0226607	0.00685926	0.032212	0.00305531	0.00440083	0.0122496	0.0192046	0.00660484	0.00719691	0.00961924	0.00489778	0.00445065	0.00223617	0.0360185	0.00504173	0.0216126	0.011423	0.0114186	0.00130544	0.0101707	0.0299811	0.0012369	0.00860472	0.0236751	0.0166122	0.0115386	0.0209269	0.00349473	0.0448537	0.0104124	0.046784	0.00356856	0.0894384	0.0223062	0.00767671	0.0073702	0.0117563	0.00384611	6.87918e-05	0.0112901	0.0288837	0.0204139	0.00673695	0.00899185	0.0159798	0.0315914	0.00148421	0.0414537	0.00753945	0.0268726	0.0962378	0.0232016	0.0053166	0.00358986	0.00187945	0.00213347	0.00243925	0.0286726	0.0208538	0.0384633	0.00522717	0.0104166	0.34682	0.322433	0.198504	0.132243	0.0981216	0.322315	0.702413	1.42366	3.10255	10.1914	1.678639	0.00147224	0.00329329	0.00118151	0.00170232	0.00095428	0.00173984	0.00394213	0.00850103	0.00596429	0.0199338	0.00857178	0.00313151	0.0029539	0.0107236	0.00468964	0.0270224	0.0103109	0.00660254	0.0100166	0.00240054	0.00360429	0.00716691	0.00921923	0.0254248	0.0146243	0.000751808	0.00228138	0.00342954	0.0088889	0.0168799	0.00248846	0.00236032	0.00859043	0.00518884	0.00452169	0.00489646	0.00441868	0.0126771	0.00271751	0.00258854	0.00983805	0.0094167	0.000463682	0.00938366	0.00535352	0.0202148	0.00246232	0.000921791	0.0240505	0.017459	0.0055481	0.00701823	0.00769276	0.0049403	0.0092598	0.0137463	7.57336e-06	0.00332876	0.00633402	0.0120819	0.00125538	0.0139893	0.0270644	0.0225007	0.000791814	0.00799487	0.00197821	0.00542726	0.0059258	0.0059666	0.0103647	0.00238403	0.00348208	0.00969707	0.00293524	0.0137843	0.00130744	0.00188322	0.0052419	0.00821809	0.00282637	0.00307973	0.00411631	0.00209588	0.00190454	0.000956909	0.0154132	0.00215748	0.00924857	0.00488819	0.00488628	0.00055863	0.00435229	0.0128296	0.000529298	0.00368217	0.0101312	0.00710875	0.00493765	0.00895515	0.00149548	0.019194	0.00445574	0.02002	0.00152707	0.0382728	0.00954534	0.00328505	0.00315389	0.00503079	0.00164584	2.94376e-05	0.00483129	0.01236	0.00873558	0.0028829	0.00384783	0.00683814	0.0135187	0.000635128	0.017739	0.00322631	0.0114994	0.0411825	0.00992854	0.0022751	0.00153619	0.000804264	0.000912964	0.00104381	0.0122697	0.00892386	0.0164594	0.00223683	0.00445751	2.336863
108	-3953.932	-4214.821	260.8892	0.108104	0.364545	0.635455	0.891897	0.8690065	0.0057569	0.00439294	0.000411357	0.0034296	0.00232222	0.000784954	0.0158404	0.0220277	0.0229542	0.0291644	0.021609	0.00714465	0.00335008	0.0112162	0.0182997	0.0392436	0.0303432	0.0155238	0.027566	0.00439788	0.0066032	0.0051534	0.0198083	0.0574746	0.0277179	0.00459206	0.00323833	0.0161571	0.0300189	0.0393634	0.00646581	0.013021	0.00967824	0.0238823	0.0110612	0.0073466	0.0078108	0.0229946	0.0160343	0.00761383	0.028466	0.0259803	0.00289533	0.0267352	0.0139953	0.0331759	0.016766	0.00392828	0.0381265	0.0257105	0.0198098	0.0162419	0.0113306	0.00712751	0.0615116	0.0240085	0.000752539	0.0157167	0.0165379	0.0408187	0.00157691	0.0360454	0.0558409	0.0378608	0.00678625	0.0675412	0.00119963	0.00422936	0.00450505	0.000801621	0.00932656	0.0104193	0.000866387	0.0335601	0.00179432	0.0713169	0.00878966	0.00389446	0.00731902	0.0184414	0.0125953	0.00495853	0.00445694	0.0107483	0.000254854	0.00613544	0.0721847	0.0180095	0.0190164	0.0263593	0.0228762	0.00442548	0.00367759	0.0260494	0.00460582	0.00856334	0.0417497	0.0118713	0.0162706	0.0104136	0.00287138	0.0369896	0.0177495	0.0216656	0.00733557	0.0455787	0.0214407	0.000375238	0.00861255	0.00107077	0.00139299	0.00431462	0.0091793	0.0364254	0.0138499	0.00262703	0.00051365	0.00907803	0.0352344	0.00302067	0.0224949	0.00848552	0.0298659	0.0569478	0.0497616	0.00150241	0.00110638	0.00122436	0.00616387	0.0107795	0.0219394	0.0158249	0.0425011	0.00369945	0.00453105	0.463263	0.23178	0.265506	0.0394505	0.0914755	0.311477	0.694957	1.43894	3.21051	10.9319	1.729353	0.00248685	0.00189765	0.000177696	0.00148151	0.00100314	0.000339082	0.00684267	0.00951544	0.00991566	0.0125983	0.0093346	0.00308632	0.00144715	0.00484515	0.00790505	0.0169523	0.0131076	0.00670593	0.0119079	0.00189978	0.00285243	0.00222615	0.00855674	0.0248277	0.0119735	0.00198366	0.00139888	0.00697949	0.0129674	0.017004	0.00279308	0.00562477	0.00418077	0.0103166	0.00477817	0.00317356	0.00337408	0.00993312	0.00692644	0.00328899	0.0122967	0.0112229	0.00125072	0.011549	0.00604562	0.0143312	0.00724251	0.00169693	0.0164698	0.0111063	0.00855735	0.00701614	0.00489455	0.00307892	0.0265716	0.0103711	0.000325079	0.00678924	0.00714398	0.0176327	0.000681187	0.0155708	0.024122	0.016355	0.0029315	0.0291762	0.00051821	0.00182698	0.00194608	0.000346281	0.00402885	0.00450089	0.000374259	0.0144972	0.000775104	0.0308072	0.00379692	0.00168231	0.00316165	0.00796626	0.00544087	0.00214197	0.00192529	0.00464302	0.000110091	0.00265036	0.0311821	0.00777966	0.00821464	0.0113866	0.00988198	0.0019117	0.00158863	0.0112527	0.00198961	0.00369916	0.0180349	0.00512811	0.0070285	0.00449843	0.00124037	0.0159786	0.00766735	0.00935902	0.00316879	0.0196889	0.00926186	0.000162094	0.00372042	0.000462549	0.000601739	0.00186381	0.00396524	0.0157349	0.00598282	0.00113482	0.000221885	0.0039215	0.0152204	0.00130486	0.00971725	0.00366555	0.0129014	0.0246001	0.0214959	0.000649006	0.000477931	0.000528894	0.00266265	0.00465649	0.00947732	0.006836	0.0183595	0.00159807	0.00195731	2.314941
144	-3954.613	-4216.099	261.4861	0.100448	0.359366	0.640634	0.899552	0.8141449	0.013337	0.00478486	0.00531984	0.00321318	0.00609643	0.0048672	0.0132717	0.00853035	0.0155451	0.00856084	0.0204917	0.00533647	0.00522958	0.00265769	0.0111164	0.047492	0.0269475	0.0211644	0.0140194	0.00610416	0.00827821	0.00186673	0.0201141	0.031074	0.0279177	0.0045611	0.00560119	0.0147794	0.024649	0.0154824	0.00195923	0.00516397	0.00473657	0.0203436	0.00430012	0.0160424	0.00885742	0.0248944	0.0108679	0.0137042	0.0314775	0.00390866	0.00297081	0.0295957	0.00482557	0.0118631	0.0162764	0.00640566	0.0423688	0.0193009	0.0143526	0.0170742	0.0106809	0.0104854	0.0382806	0.0215318	0.00181199	0.00485159	0.00620334	0.0359432	0.00336935	0.0310988	0.0496341	0.0603338	0.00672242	0.0582723	0.00274747	0.00637281	0.00680748	0.0141825	0.00934379	0.00240381	0.00918151	0.0326367	0.00631183	0.00359924	0.0220139	0.0068876	0.0108492	0.0148984	0.00876894	0.00351375	0.00182591	0.0043594	0.00278796	0.0181514	0.0399971	0.00379798	0.0183558	0.0197947	0.0137318	0.00781361	0.00168959	0.0202868	0.000208815	0.010913	0.0626027	0.00129916	0.00857942	0.0165143	0.00881401	0.0348016	0.00946606	0.0325679	0.00249114	0.0481645	0.0249716	0.00265853	0.00566722	0.00193326	0.0062125	0.000453012	0.00441078	0.0140576	0.00858072	0.00161605	0.000118484	0.00261829	0.0129974	0.00366003	0.033798	0.00310886	0.0247295	0.0949161	0.0196134	0.00172821	0.0105434	0.00530127	0.00531798	0.00258069	0.0038982	0.015454	0.00960816	0.00565048	0.0071145	0.482729	0.150725	0.263873	0.102673	0.0858934	0.302057	0.688331	1.45279	3.31063	11.6423	1.77488	0.00690402	0.00247693	0.00275387	0.00166333	0.00315588	0.00251955	0.00687023	0.00441582	0.00804709	0.0044316	0.0106077	0.00276248	0.00270714	0.00137578	0.00575451	0.0245847	0.0139496	0.0109559	0.00725729	0.00315988	0.0042853	0.000966332	0.0104123	0.0160857	0.0144519	0.0023611	0.00289951	0.0076507	0.0127598	0.00801464	0.00101422	0.00267318	0.00245193	0.0105311	0.002226	0.00830451	0.00458513	0.0128868	0.00562585	0.00709409	0.0162947	0.00202336	0.00153787	0.0153205	0.00249801	0.00614105	0.00842562	0.00331595	0.0219326	0.00999133	0.00742975	0.00883863	0.00552908	0.00542785	0.0198164	0.0111461	0.000937992	0.00251147	0.00321122	0.0186063	0.00174418	0.0160986	0.0256936	0.0312324	0.00347993	0.0301652	0.00142226	0.00329895	0.00352396	0.00734171	0.00483691	0.00124435	0.0047529	0.0168947	0.00326738	0.00186318	0.0113957	0.00356544	0.00561617	0.00771233	0.00453933	0.00181893	0.000945199	0.00225668	0.00144322	0.00939623	0.0207049	0.00196606	0.00950204	0.0102469	0.00710838	0.00404479	0.000874632	0.0105017	0.000108095	0.00564922	0.0324069	0.000672523	0.00444122	0.00854877	0.00456266	0.0180154	0.0049002	0.0168591	0.00128957	0.0249328	0.0129268	0.00137622	0.00293369	0.00100077	0.00321596	0.000234506	0.00228328	0.00727706	0.00444189	0.000836567	6.13342e-05	0.00135538	0.00672822	0.00189465	0.0174958	0.00160933	0.0128015	0.0491342	0.0101531	0.000894626	0.0054579	0.00274426	0.0027529	0.00133592	0.00201794	0.00799991	0.00497376	0.00292503	0.00368289	1.93177
180	-3941.865	-4202.82	260.9554	0.0681069	0.333164	0.666837	0.931893	0.6060202	0.00995116	0.0117754	0.000418181	0.00340288	0.0046406	0.00142304	0.0132219	0.018697	0.0217587	0.0102398	0.0340864	0.00593074	0.00535627	0.0152166	0.00752705	0.0351733	0.0489782	0.0489657	0.0178292	0.00667913	0.0043964	0.00295015	0.0119078	0.0471238	0.021046	0.0023064	0.00330345	0.0372485	0.0366461	0.0128894	0.0109781	0.0131994	0.0128648	0.0302452	0.00459139	0.0119934	0.0103588	0.0392427	0.0269325	0.0175967	0.0345834	0.00136305	0.0106292	0.0147602	0.0258593	0.0133368	0.00756975	0.00940572	0.0406462	0.0586613	0.0340212	0.0183642	0.030579	0.011865	0.0383738	0.0438805	0.00200551	0.00702595	0.025424	0.0319699	0.0057268	0.0448535	0.0517623	0.0799516	0.0040799	0.0344601	0.00443542	0.0126316	0.00242136	0.00716017	0.0206443	0.00345397	0.0250499	0.0445447	0.00956873	0.0165168	0.0251933	0.00840736	0.0080971	0.01959	0.0120931	0.00512687	0.00690699	0.0146583	0.00759937	0.0102101	0.0388254	0.0149701	0.0352954	0.0514407	0.00577717	0.00741677	0.00726514	0.0252847	0.000873837	0.0133055	0.0314806	0.00617397	0.0102633	0.0012227	0.00194935	0.0606402	0.017568	0.0490388	0.00576944	0.0766614	0.0166178	0.000620358	0.020904	0.00506984	0.00252981	0.000791607	0.00712468	0.0322283	0.00384772	0.00274585	0.00253022	0.0127538	0.00384111	0.00638662	0.0357036	0.00839699	0.0175469	0.0565271	0.0814483	0.000225703	0.0105405	0.0129494	0.00475347	0.0124428	0.0140344	0.0448479	0.0539606	0.0190687	0.00499193	0.267934	0.376428	0.340043	0.0155943	0.12284	0.359641	0.726841	1.37582	2.78055	8.14066	1.516183	0.00385523	0.00456197	0.00016201	0.00131833	0.00179784	0.000551308	0.00512235	0.00724349	0.00842964	0.00396705	0.0132056	0.00229766	0.0020751	0.00589515	0.00291609	0.0136267	0.0189749	0.01897	0.00690729	0.00258759	0.00170323	0.00114293	0.00461324	0.0182564	0.00815354	0.000893534	0.00127981	0.0144306	0.0141973	0.00499356	0.00425308	0.00511363	0.00498401	0.0117175	0.00177877	0.00464641	0.00401316	0.0152032	0.0104341	0.00681722	0.0133981	0.000528068	0.00411792	0.0057183	0.0100183	0.00516686	0.00293263	0.00364392	0.0157469	0.0227263	0.0131803	0.00711456	0.0118467	0.00459669	0.0148666	0.017	0.000776966	0.00272196	0.00984963	0.0123856	0.00221865	0.0173769	0.0200535	0.0309744	0.00158062	0.0133504	0.00171835	0.00489367	0.000938071	0.00277396	0.00799793	0.00133812	0.00970471	0.0172573	0.00370707	0.00639885	0.00976024	0.00325714	0.00313694	0.00758945	0.00468506	0.00198623	0.00267587	0.00567884	0.00294411	0.00395553	0.0150415	0.00579965	0.013674	0.0199289	0.00223816	0.00287337	0.00281462	0.00979568	0.000338538	0.00515473	0.0121961	0.00239189	0.00397615	0.000473693	0.000755207	0.0234929	0.00680612	0.0189984	0.00223517	0.0296998	0.00643798	0.000240336	0.00809852	0.00196413	0.000980084	0.00030668	0.00276021	0.0124857	0.00149066	0.00106378	0.000980246	0.00494103	0.0014881	0.00247427	0.0138321	0.00325312	0.00679791	0.0218994	0.0315543	8.74406e-05	0.00408354	0.00501678	0.00184157	0.00482054	0.00543713	0.0173747	0.0209051	0.00738749	0.00193395	2.581212
